id,name,cat,price,was,desc,badge,days,imgUrl,soferId
,"מזוזה ""וכתבתם על..."" פולימר לבן 20סמ",מזוזות,141.58,,"מזוזה ""וכתבתם על..."" פולימר לבן 20סמ הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21131.jpg,
,"מזוזה ""וכתבתם על..."" פולימר 12סמ",מזוזות,94.38,,"מזוזה ""וכתבתם על..."" פולימר 12סמ הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21151.jpg,
,"מזוזה ""וכתבתם על..."" פולימר 15סמ",מזוזות,94.38,,"מזוזה ""וכתבתם על..."" פולימר 15סמ הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21165.jpg,
,"מזוזה ""וכתבתם על..."" פולימר 20סמ",מזוזות,141.58,,"מזוזה ""וכתבתם על..."" פולימר 20סמ הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21166.jpg,
,"מזוזה פולימר ש שקועה שמע ישראל 12 ס""מ חול...",מזוזות,94.38,,"מזוזה פולימר ש שקועה שמע ישראל 12 ס""מ חול... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21167.jpg,
,"מזוזה פלסטיק שקופה 12 ס""מ ""שמע ישראל"" ""ש"" כסף...",מזוזות,15.32,,"מזוזה פלסטיק שקופה 12 ס""מ ""שמע ישראל"" ""ש"" כסף... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14 ימים,https://www.israel-judaica.com/big/21198.jpg,
,"מזוזה פולימר ש שקועה שמע ישראל 15 ס""מ חול...",מזוזות,94.38,,"מזוזה פולימר ש שקועה שמע ישראל 15 ס""מ חול... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21200.jpg,
,"מזוזה פולימר ש שקועה שמע ישראל 20 ס""מ חול...",מזוזות,141.58,,"מזוזה פולימר ש שקועה שמע ישראל 20 ס""מ חול... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21201.jpg,
,"מזוזה פולימר ש שקועה שמע ישראל 12 ס""מ",מזוזות,94.38,,"מזוזה פולימר ש שקועה שמע ישראל 12 ס""מ הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21230.jpg,
,"מזוזה פולימר ש שקועה שמע ישראל 15 ס""מ",מזוזות,94.38,,"מזוזה פולימר ש שקועה שמע ישראל 15 ס""מ הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21231.jpg,
,"מזוזה פולימר ש שקועה שמע ישראל 20 ס""מ",מזוזות,141.58,,"מזוזה פולימר ש שקועה שמע ישראל 20 ס""מ הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21260.jpg,
,"מזוזה פולימר ש שקועה 7 ברכות 12 ס""מ חול",מזוזות,94.38,,"מזוזה פולימר ש שקועה 7 ברכות 12 ס""מ חול הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21261.jpg,
,"מזוזה פולימר ש שקועה 7 ברכות 20 ס""מ חול",מזוזות,141.58,,"מזוזה פולימר ש שקועה 7 ברכות 20 ס""מ חול הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21343.jpg,
,"מזוזה פולימר ש שקועה 7 ברכות 12 ס""מ",מזוזות,94.38,,"מזוזה פולימר ש שקועה 7 ברכות 12 ס""מ הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21344.jpg,
,"מזוזה פולימר ש שקועה 7 ברכות 20 ס""מ",מזוזות,141.58,,"מזוזה פולימר ש שקועה 7 ברכות 20 ס""מ הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21348.jpg,
,מזוזה פולימר ש שקועה זהב מבריק 12 סמ לבן,מזוזות,106.18,,"מזוזה פולימר ש שקועה זהב מבריק 12 סמ לבן הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21353.jpg,
,מזוזה פולימר ש שקועה זהב מבריק 20 סמ לבן,מזוזות,165.18,,"מזוזה פולימר ש שקועה זהב מבריק 20 סמ לבן הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21370.jpg,
,מזוזה פולימר ש שקועה זהב מבריק 12 סמ לבן,מזוזות,106.18,,"מזוזה פולימר ש שקועה זהב מבריק 12 סמ לבן הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21380.jpg,
,מזוזה פולימר ש שקועה זהב מבריק 15 סמ לבן,מזוזות,106.18,,"מזוזה פולימר ש שקועה זהב מבריק 15 סמ לבן הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21383.jpg,
,"מזוזה פלסטיק לבן 12 ס""מ ""שמע ישראל"" כסף",מזוזות,15.32,,"מזוזה פלסטיק לבן 12 ס""מ ""שמע ישראל"" כסף הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14 ימים,https://www.israel-judaica.com/big/21403.jpg,
,מזוזה פולימר ש שקועה זהב מבריק 20 סמ לבן,מזוזות,165.18,,"מזוזה פולימר ש שקועה זהב מבריק 20 סמ לבן הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21410.jpg,
,מזוזה פולימר ש שקועה זהב מבריק 12 סמ שחור...,מזוזות,106.18,,"מזוזה פולימר ש שקועה זהב מבריק 12 סמ שחור... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21411.jpg,
,מזוזה פולימר ש שקועה זהב מבריק 15 סמ שחור...,מזוזות,106.18,,"מזוזה פולימר ש שקועה זהב מבריק 15 סמ שחור... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21412.jpg,
,מזוזה פולימר ש שקועה זהב מבריק 20 סמ שחור...,מזוזות,165.18,,"מזוזה פולימר ש שקועה זהב מבריק 20 סמ שחור... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21413.jpg,
,מזוזה פולימר ש שקועה כסף מבריק 12 סמ לבן,מזוזות,106.18,,"מזוזה פולימר ש שקועה כסף מבריק 12 סמ לבן הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21414.jpg,
,מזוזה פולימר ש שקועה כסף מבריק 15 סמ לבן,מזוזות,106.18,,"מזוזה פולימר ש שקועה כסף מבריק 15 סמ לבן הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21415.jpg,
,מזוזה פולימר ש שקועה כסף מבריק 20 סמ לבן,מזוזות,165.18,,"מזוזה פולימר ש שקועה כסף מבריק 20 סמ לבן הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21416.jpg,
,מזוזה פולימר ש שקועה כסף מבריק 12 סמ לבן,מזוזות,106.18,,"מזוזה פולימר ש שקועה כסף מבריק 12 סמ לבן הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21417.jpg,
,מזוזה פולימר ש שקועה כסף מבריק 15 סמ לבן,מזוזות,106.18,,"מזוזה פולימר ש שקועה כסף מבריק 15 סמ לבן הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21418.jpg,
,מזוזה פולימר ש שקועה כסף מבריק 20 סמ לבן,מזוזות,165.18,,"מזוזה פולימר ש שקועה כסף מבריק 20 סמ לבן הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21420.jpg,
,"מזוזה פולימר ש שקועה חמסה 12 ס""מ חול",מזוזות,94.38,,"מזוזה פולימר ש שקועה חמסה 12 ס""מ חול הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21421.jpg,
,"מזוזה פולימר ש שקועה חמסה 15 ס""מ חול",מזוזות,94.38,,"מזוזה פולימר ש שקועה חמסה 15 ס""מ חול הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21422.jpg,
,"מזוזה פולימר ש שקועה חמסה 20 ס""מ חול",מזוזות,141.58,,"מזוזה פולימר ש שקועה חמסה 20 ס""מ חול הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21423.jpg,
,"מזוזה פולימר ש שקועה חמסה 12 ס""מ",מזוזות,94.38,,"מזוזה פולימר ש שקועה חמסה 12 ס""מ הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21424.jpg,
,"מזוזה פולימר ש שקועה חמסה 15 ס""מ",מזוזות,94.38,,"מזוזה פולימר ש שקועה חמסה 15 ס""מ הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21425.jpg,
,"מזוזה פולימר ש שקועה חמסה 20 ס""מ",מזוזות,141.58,,"מזוזה פולימר ש שקועה חמסה 20 ס""מ הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21464.jpg,
,"מזוזה פלסטיק לבנה 15 ס""מ עם מסגרת ו""ש"" כסף עם פקק גומי...",מזוזות,15.32,,"מזוזה פלסטיק לבנה 15 ס""מ עם מסגרת ו""ש"" כסף עם פקק גומי... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14 ימים,https://www.israel-judaica.com/big/21631.jpg,
,"מזוזה פלסטיק שקופה 12 ס""מ עם מסגרת ו""ש"" כסף עם פקק גומי...",מזוזות,15.32,,"מזוזה פלסטיק שקופה 12 ס""מ עם מסגרת ו""ש"" כסף עם פקק גומי... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21650.jpg,
,"מזוזה פלסטיק שקופה 15 ס""מ עם מסגרת ו""ש"" כסף עם פקק גומי...",מזוזות,15.32,,"מזוזה פלסטיק שקופה 15 ס""מ עם מסגרת ו""ש"" כסף עם פקק גומי... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21651.jpg,
,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ זהב ""ש"" מתכת...",מזוזות,33.02,,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ זהב ""ש"" מתכת... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21656.jpg,
,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ זהב ""ש"" מתכת...",מזוזות,33.02,,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ זהב ""ש"" מתכת... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21657.jpg,
,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ אפור כהה ""ש"" מתכת...",מזוזות,33.02,,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ אפור כהה ""ש"" מתכת... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21658.jpg,
,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ אפור כהה ""ש"" מתכת...",מזוזות,33.02,,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ אפור כהה ""ש"" מתכת... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21659.jpg,
,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ כסף ""ש"" מתכת...",מזוזות,33.02,,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ כסף ""ש"" מתכת... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21660.jpg,
,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ כסף ""ש"" מתכת...",מזוזות,33.02,,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ כסף ""ש"" מתכת... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21661.jpg,
,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ לבן ""ש"" מתכת...",מזוזות,33.02,,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ לבן ""ש"" מתכת... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21664.jpg,
,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ לבן ""ש"" מתכת...",מזוזות,33.02,,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ לבן ""ש"" מתכת... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21665.jpg,
,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ זהב ""ש"" מתכת...",מזוזות,33.02,,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ זהב ""ש"" מתכת... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21667.jpg,
,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ זהב ""ש"" מתכת...",מזוזות,33.02,,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ זהב ""ש"" מתכת... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21668.jpg,
,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ שחור מט ""ש"" מתכת...",מזוזות,33.02,,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ שחור מט ""ש"" מתכת... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21669.jpg,
,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ שחור מט ""ש"" מתכת...",מזוזות,33.02,,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ שחור מט ""ש"" מתכת... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21670.jpg,
,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ רוז גולד ""ש להבה"" מתכת...",מזוזות,33.02,,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ רוז גולד ""ש להבה"" מתכת... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21671.jpg,
,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ רוז גולד ""ש להבה"" מתכת...",מזוזות,33.02,,"מזוזה אלומיניום ""סגירה גומי"" 15 ס""מ רוז גולד ""ש להבה"" מתכת... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21672.jpg,
,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ זהב ""ש להבה"" מתכת...",מזוזות,33.02,,"מזוזה אלומיניום ""סגירה גומי"" 12 ס""מ זהב ""ש להבה"" מתכת... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21688.jpg,
,"מזוזה פלסטיק שקופה 15 ס""מ ""ש"" כסף עם פקק גומי וחורים...",מזוזות,12.96,,"מזוזה פלסטיק שקופה 15 ס""מ ""ש"" כסף עם פקק גומי וחורים... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14 ימים,https://www.israel-judaica.com/big/21695.jpg,
,"מזוזה פלסטיק שקופה 20 ס""מ ""ש"" כסף עם פקק גומי וחורים...",מזוזות,21.22,,"מזוזה פלסטיק שקופה 20 ס""מ ""ש"" כסף עם פקק גומי וחורים... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14 ימים,https://www.israel-judaica.com/webp/21696.webp,
,"מזוזה מתכת לרכב 6 ס""מ ניקל ""תפילת הדרך""",מזוזות,30.66,,"מזוזה מתכת לרכב 6 ס""מ ניקל ""תפילת הדרך"" הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21768.jpg,
,מזוזה פולי כותל ש בולטת אלקטרופורמינג זהב 15סמ...,מזוזות,106.18,,"מזוזה פולי כותל ש בולטת אלקטרופורמינג זהב 15סמ... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21784.jpg,
,"מזוזה ""פולימר בטון"" כותל ש בולטת ציפוי זהב 20 סמ...",מזוזות,165.18,,"מזוזה ""פולימר בטון"" כותל ש בולטת ציפוי זהב 20 סמ... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21785.jpg,
,"מזוזה מתכת לרכב 6 ס""מ ניקל ""ירושלים""",מזוזות,30.66,,"מזוזה מתכת לרכב 6 ס""מ ניקל ""ירושלים"" הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21789.jpg,
,מזוזה פולי כותל ש בולטת אלקטרופורמינג זהב 25סמ...,מזוזות,188.78,,"מזוזה פולי כותל ש בולטת אלקטרופורמינג זהב 25סמ... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21790.jpg,
,מזוזה פולי כותל ש בולטת אלקטרופורמינג זהב 30סמ...,מזוזות,188.78,,"מזוזה פולי כותל ש בולטת אלקטרופורמינג זהב 30סמ... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21792.jpg,
,"מזוזה מתכת לרכב 6 ס""מ ניקל ""חושן""",מזוזות,30.66,,"מזוזה מתכת לרכב 6 ס""מ ניקל ""חושן"" הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21796.jpg,
,"מזוזה ""פולימר בטון"" פסים כסף 25 ס""מ ""כותל"" ""ש"" כסף עם עם פקק...",מזוזות,188.78,,"מזוזה ""פולימר בטון"" פסים כסף 25 ס""מ ""כותל"" ""ש"" כסף עם עם פקק... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21815.jpg,
,"מזוזה ""פולימר בטון"" שיש גס לבן ש ציפוי זהב 12סמ...",מזוזות,94.38,,"מזוזה ""פולימר בטון"" שיש גס לבן ש ציפוי זהב 12סמ... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21817.jpg,
,"מזוזה ""פולימר בטון"" שיש גס לבן ש ציפוי כסף 12סמ...",מזוזות,94.38,,"מזוזה ""פולימר בטון"" שיש גס לבן ש ציפוי כסף 12סמ... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21818.jpg,
,"מזוזה ""פולימר בטון"" שיש גס לבן ש ציפוי כסף 15סמ...",מזוזות,106.18,,"מזוזה ""פולימר בטון"" שיש גס לבן ש ציפוי כסף 15סמ... הוא פריט שמכניס יופי, משמעות וחיבור אמיתי לבית יהודי.
עיצוב מוקפד, נוכחות מרשימה ותחושת יוקרה שמורגשת כבר מהשימוש הראשון.",,7-14,https://www.israel-judaica.com/big/21819.jpg,
