doc_id,our_name,paldinox_name,match_confidence,match_score,paldinox_sku,sku_method,source_url,cat,price
"SC65rOpsIMkZDQixks7U","סט 6 גביעי יין זכוכית עם פסים זהב","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-6-%d7%92%d7%91%d7%99%d7%a2%d7%99-%d7%99%d7%99%d7%9f-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a4%d7%a1%d7%99%d7%9d-300-%d7%9e%d7%9c-%d7%a4%d7%a1-%d7%96%d7%94%d7%91/","כלי שולחן והגשה","193.5"
"SNaMRYENQ2e84Dn1nB4Q","קערה מתכת ניקל שחור/ שוליים זהב 24/24 גובה 10.5 ס”מ","קערה מתכת ניקל שחור/ שוליים זהב 24/24 גובה 10.5 ס”מ","exact","1.00","X5257B","json-ld","https://paldinox.co.il/product/%d7%a7%d7%a2%d7%a8%d7%94-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a0%d7%99%d7%a7%d7%9c-%d7%a9%d7%97%d7%95%d7%a8-%d7%a9%d7%95%d7%9c%d7%99%d7%99%d7%9d-%d7%96%d7%94%d7%91-24-24-%d7%92%d7%95%d7%91%d7%94-10-5-%d7%a1-2/","כלי שולחן והגשה","158.88"
"SQ9KTjHBOG8mebWQnV55","מלקחיים להגשת עוגה בגוון זהב","","url_only","","P109NG","json-ld","https://paldinox.co.il/product/%d7%9e%d7%99%d7%9c%d7%a7%d7%97%d7%99%d7%99%d7%9d-%d7%9c%d7%a2%d7%95%d7%92%d7%94-%d7%96%d7%94%d7%91/","כלי שולחן והגשה","50.01"
"STZclx7jCCAlJh2k1ew2","קראק מאפרה 152","קראק מאפרה 152","exact","1.00","","HTTP_404","https://paldinox.co.il/product/%d7%a7%d7%a8%d7%90%d7%a7-%d7%9e%d7%90%d7%a4%d7%a8%d7%94-152/","כלי שולחן והגשה","165.03"
"SXb39kXbu7ViATyneyhh","נר ריחני נרולי ויסמין כהה בכלי עץ","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a0%d7%a8-%d7%a8%d7%99%d7%97%d7%a0%d7%99-neroli-jasmine-%d7%9b%d7%94%d7%94-%d7%9e%d7%9b%d7%a1%d7%94-%d7%a7%d7%95%d7%98%d7%a8-20-%d7%92%d7%95%d7%91%d7%94-19-%d7%a1%d7%9e-%d7%a2%d7%a5/","עיצוב הבית","367.42"
"SadFcldhF6CGNqd0cFLu","סט 6 חבקי מפיות כסף עם עיטור יהלומים","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-6-%d7%97%d7%91%d7%a7%d7%99%d7%9d-%d7%9c%d7%9e%d7%a4%d7%99%d7%95%d7%aa-%d7%96%d7%94%d7%91-%d7%a2%d7%99%d7%98%d7%95%d7%a8-%d7%99%d7%94%d7%9c%d7%95%d7%9e%d7%99%d7%9d-4-3-%d7%a1%d7%9e/","כלי שולחן והגשה","108.72"
"Sg8p7dPHESai23ayDGoA","h26/24 פסלון של עץ על בסיס שחור","h26/24 פסלון של עץ על בסיס שחור","exact","1.00","","HTTP_404","https://paldinox.co.il/product/h26-24-%d7%a4%d7%a1%d7%9c%d7%95%d7%9f-%d7%a9%d7%9c-%d7%a2%d7%a5-%d7%a2%d7%9c-%d7%91%d7%a1%d7%99%d7%a1-%d7%a9%d7%97%d7%95%d7%a8-2/","עיצוב הבית","336.98"
"SpfVahBCh4X7zp8l1mJt","סט מזון לחיצת ואקום 3 צנצנות זכוכית לבן /זהב 625 מ”ל תה קפה סוכר","","url_only","","AL30054W","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-%d7%9e%d7%96%d7%95%d7%9f-%d7%9c%d7%97%d7%99%d7%a6%d7%aa-%d7%95%d7%90%d7%a7%d7%95%d7%9d-3-%d7%a6%d7%a0%d7%a6%d7%a0%d7%95%d7%aa-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%9c%d7%91%d7%9f-3/","כלי שולחן והגשה","171.76"
"Sq5510OhLN4DltRybcVa","סט 6 מזלגיות בארוק זהב","סט 6 מזלגיות בארוק זהב","exact","1.00","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-6-%d7%9e%d7%96%d7%9c%d7%92%d7%99%d7%95%d7%aa-%d7%91%d7%90%d7%a8%d7%95%d7%a7-%d7%96%d7%94%d7%91-2/","כלי שולחן והגשה","80.42"
"SsOUnFa7ZX07veApG3RC","סט 6 מאגים Fortune ירוק ולבן זהב – New Bone China","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-6-%d7%9e%d7%90%d7%92-fortune-%d7%99%d7%a8%d7%95%d7%a7-%d7%9c%d7%91%d7%9f-%d7%96%d7%94%d7%91-355-%d7%9e%d7%9c-new-bone-china-2/","כלי שולחן והגשה","392.16"
"T3sHojaNLQ4XWYMEbdWP","מגש עגול על רגל בזהב וכסף","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%a2%d7%92%d7%95%d7%9c-%d7%a2%d7%9c-%d7%a8%d7%92%d7%9c-%d7%96%d7%94%d7%91-%d7%95%d7%9b%d7%a1%d7%a3-%d7%9b%d7%93%d7%95%d7%a8%d7%99%d7%9d-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a7%d7%95-2/","כלי שולחן והגשה","236.99"
"TB1tv246R7tbefqOUsEw","24 גבעולי דלילות לבן לעיצוב – 58 ס""מ","","url_only","","","HTTP_404","https://paldinox.co.il/product/24-%d7%92%d7%91%d7%a2%d7%95%d7%9c%d7%99-%d7%93%d7%9c%d7%99%d7%95%d7%aa-%d7%9c%d7%91%d7%9f-58%d7%a1%d7%9e/","עיצוב הבית","628.32"
"THhqwVYdw6wizwEfGGPQ","סט 6 כוסות שתיה קרה זכוכית פסים שקופה 230 מ”ל פס זהב","סט 6 כוסות שתיה קרה זכוכית פסים שקופה 230 מ”ל פס זהב","exact","1.00","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-6-%d7%9b%d7%95%d7%a1%d7%95%d7%aa-%d7%a9%d7%aa%d7%99%d7%94-%d7%a7%d7%a8%d7%94-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a4%d7%a1%d7%99%d7%9d-%d7%a9%d7%a7%d7%95%d7%a4%d7%94-230-%d7%9e/","כלי שולחן והגשה","128.27"
"TLKWzQBctrDD0LiPIbHf","סט 6 גביעי זכוכית שקופה עם פסים","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-6-%d7%92%d7%91%d7%99%d7%a2%d7%99-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a9%d7%a7%d7%95%d7%a4%d7%94-%d7%a4%d7%a1%d7%99%d7%9d-360-%d7%9e%d7%9c/","כלי שולחן והגשה","271.76"
"TTZ49hLCSBbZGKDnpUYT","עששית מתכת עגולה שחור","h9D9.5 עששית עגולה מתכת שחור","fuzzy","0.80","X2124AB","json-ld","https://paldinox.co.il/product/h9-5d8-5-%d7%a2%d7%a9%d7%a9%d7%99%d7%aa-%d7%a2%d7%92%d7%95%d7%9c%d7%94-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a9%d7%97%d7%95%d7%a8/","עיצוב הבית","43.49"
"TfslgYnq0ESiJv4t0wLc","h14 פמוט מתכת אדום Home Decor","h14 פמוט מתכת אדום  Home Decor","exact","1.00","M51092051","json-ld","https://paldinox.co.il/product/h14-%d7%a4%d7%9e%d7%95%d7%98-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%90%d7%93%d7%95%d7%9d-home-decor/","עיצוב הבית","171.22"
"TgS6yabgRVp8o7NBcqCg","אגרטל זכוכית 1400 מ”ל גובה 27.5 ס”מ","אגרטל זכוכית 1400 מ”ל גובה 27.5 ס”מ","exact","1.00","","HTTP_404","https://paldinox.co.il/product/%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-1400-%d7%9e%d7%9c-%d7%92%d7%95%d7%91%d7%94-27-5-%d7%a1%d7%9e-2/","עיצוב הבית","108.72"
"TtnRG0pvCR8jSuApXNkv","קערת קריסטל ORIGAMI – סדרה מודרנית","","url_only","","","HTTP_404","https://paldinox.co.il/product/3326-%d7%a7%d7%a2%d7%a8%d7%94-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-origami/","כלי שולחן והגשה","358.74"
"TvfRZMLZHQgNOosRVTAZ","קרש חיתוך עץ טבעי","","url_only","","X5179B","json-ld","https://paldinox.co.il/product/%d7%a7%d7%a8%d7%a9-%d7%97%d7%99%d7%aa%d7%95%d7%9a-%d7%a2%d7%a5-%d7%98%d7%91%d7%a2%d7%99-56-38-%d7%a1%d7%9e/","כלי שולחן והגשה","215.25"
"TwIgLVi6MCwUVDdCXhsH","נר ריחני Sandalwood Patchouli בזכוכית שחור","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a0%d7%a8-%d7%a8%d7%99%d7%97%d7%a0%d7%99-sandalwood-patchouli-%d7%a2%d7%a5-%d7%9e%d7%a9%d7%99%d7%a9-%d7%9e%d7%9b%d7%a1%d7%94-%d7%a7%d7%95%d7%98%d7%a8-16-5-%d7%92%d7%95%d7%91%d7%94-38-%d7%a1/","עיצוב הבית","432.64"
"U7yAOF8NEFSOlcQJCTNo","עששית זכוכית שקופה בעיצוב כדורים","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%9b%d7%93%d7%95%d7%a8%d7%99-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a9%d7%a7%d7%95%d7%a4%d7%94-%d7%90%d7%91%d7%a0%d7%99%d7%9d-%d7%92%d7%95%d7%91%d7%94-9-%d7%a7/","כלי שולחן והגשה","41.31"
"UDKEMm1bXGLwrFJHan4w","קערת הגשה פראג","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a4%d7%a8%d7%90%d7%92-%d7%a7%d7%a2%d7%a8%d7%94-280/","כלי שולחן והגשה","432.64"
"UNVdEEWXICFpyQ2Pg9sp","אגרטל מתכת בגימור זהב בוהק – 80 ס״מ","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%96%d7%94%d7%91-41-5-41-5-%d7%92%d7%95%d7%91%d7%94-80-%d7%a1%d7%9e/","עיצוב הבית","1193.59"
"Uii0fcRHcATdB6j0L749","סט 6 קעריות מרק Heritage לבן – קוטר 15 ס״מ","Heritage סט 6 קעריות למרק קוטר 15 ס”מ לבן","fuzzy","0.90","M51003177","json-ld","https://paldinox.co.il/product/heritage-%d7%a1%d7%98-6-%d7%a7%d7%a2%d7%a8%d7%99%d7%95%d7%aa-%d7%a7%d7%95%d7%98%d7%a8-15-%d7%a1%d7%9e-%d7%9c%d7%91%d7%9f/","כלי שולחן והגשה","614.08"
"UkpBWjDY5hElZCu87r6Z","קערת הגשה Prague – סדרת פראג","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a4%d7%a8%d7%90%d7%92-%d7%a7%d7%a2%d7%a8%d7%94-280-2/","כלי שולחן והגשה","432.64"
"VFwuwJ4JIZ1Kwq70XBne","סט 3 מעמדי נרות קרמיקה בעיצוב אריה זהב","","url_only","","X4854Z","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-3-%d7%9e%d7%a2%d7%9e%d7%93%d7%99%d7%9d-%d7%9c%d7%a0%d7%a8-%d7%a7%d7%a8%d7%9e%d7%99%d7%a7%d7%94-%d7%96%d7%94%d7%91-%d7%90%d7%a8%d7%99%d7%94-%d7%96%d7%94%d7%91-h16-12-11/","עיצוב הבית","236.99"
"VRxIWP4RG6HrZMykGAUH","מעמד קומותיים עגול בצבע זהב","h34D20 מעמד קומותיים עגול זהב","fuzzy","0.80","","HTTP_404","https://paldinox.co.il/product/h34d20-%d7%9e%d7%a2%d7%9e%d7%93-%d7%a7%d7%95%d7%9e%d7%95%d7%aa%d7%99%d7%99%d7%9d-%d7%a2%d7%92%d7%95%d7%9c-%d7%96%d7%94%d7%91/","עיצוב הבית","195.96"
"VXMuEAHjRmHCEFTNqZ0C","קערת הגשה מתכת שחורה עם שוליים זהב","","url_only","","X5257BG","json-ld","https://paldinox.co.il/product/%d7%a7%d7%a2%d7%a8%d7%94-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a0%d7%99%d7%a7%d7%9c-%d7%a9%d7%97%d7%95%d7%a8-%d7%a9%d7%95%d7%9c%d7%99%d7%99%d7%9d-%d7%96%d7%94%d7%91-31-31-%d7%92%d7%95%d7%91%d7%94-13-%d7%a1-2/","כלי שולחן והגשה","215.58"
"VjqMQMfHPVkMmVav6zNZ","סט 6 צלחות La Majorelle ורוד","סט 6 לביצים ורוד La Majorelle","fuzzy","0.83","M51011026","json-ld","https://paldinox.co.il/product/la-majorelle-%d7%a1%d7%986-%d7%a6%d7%9c%d7%97%d7%aa-26-5%d7%a1%d7%9e-%d7%95%d7%a8%d7%95%d7%93-2/","כלי שולחן והגשה","525.05"
"Vr4lAA5rIUfZzm5CvHNq","מגש מלבני מתכת בגימור זהב","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%9e%d7%9c%d7%91%d7%a0%d7%99-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%96%d7%94%d7%91-%d7%99%d7%93%d7%99%d7%95%d7%aa-47-21/","כלי שולחן והגשה","185.04"
"VxbLXGjG4vFdi8av4StL","מפיון קריסטל זהב עם ידית נשיאה","","url_only","","X5398ZB","json-ld","https://paldinox.co.il/product/%d7%9e%d7%a4%d7%99%d7%95%d7%9f-%d7%a9%d7%a7%d7%95%d7%a3-%d7%96%d7%94%d7%91-%d7%99%d7%93%d7%99%d7%aa-%d7%a0%d7%a9%d7%99%d7%90%d7%94-%d7%9b%d7%93%d7%95%d7%a8%d7%99-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-1/","עיצוב הבית","173.94"
"WQp8WQ7lVGbWt1c1RGXD","סט 3 נרות ריחניים שחור – טל בגן","","url_only","","X3324A","json-ld","https://paldinox.co.il/product/910-%d7%a1%d7%983-%d7%a0%d7%a8-%d7%a8%d7%99%d7%97%d7%a0%d7%99-%d7%a9%d7%97%d7%95%d7%a8-%d7%98%d7%9c-%d7%91%d7%92%d7%9f-2/","עיצוב הבית","141.33"
"WQy6gE9bcdGRaG2Xyh3z","מגש מתכת מלבני זהב עם ידיות","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%9e%d7%9c%d7%91%d7%a0%d7%99-%d7%96%d7%94%d7%91-%d7%99%d7%93%d7%99%d7%95%d7%aa-48-27-%d7%a1%d7%9e-%d7%a4%d7%99%d7%a0%d7%95%d7%aa-%d7%9e%d7%a2%d7%95/","כלי שולחן והגשה","228.66"
"WoAR2GDItwMQ0S0WFrPz","מעמד 3 קומות עגול בצבע ניקל","h50D30 מעמד 3 קומות עגול ניקל","fuzzy","0.83","","HTTP_404","https://paldinox.co.il/product/h50d30-%d7%9e%d7%a2%d7%9e%d7%93-3-%d7%a7%d7%95%d7%9e%d7%95%d7%aa-%d7%a2%d7%92%d7%95%d7%9c-%d7%a0%d7%99%d7%a7%d7%9c/","עיצוב הבית","457.56"
"XYIfqvUthtO379kyCvm1","סט 6 צלחות מנה עיקרית Royal White כחול","","url_only","","","HTTP_404","https://paldinox.co.il/product/royal-white-%d7%a1%d7%986-%d7%a6%d7%9c%d7%97%d7%aa-%d7%9e%d7%a0%d7%94-%d7%a2%d7%99%d7%a7%d7%a8%d7%99%d7%aa-26-5%d7%a1%d7%9e-%d7%9b%d7%97%d7%95%d7%9c/","כלי שולחן והגשה","650.05"
"Xizwf9ReR7phWbwaJTmZ","פח מתכת שחור 35 ליטר עם 4 רגליים","","url_only","","X5911B","json-ld","https://paldinox.co.il/product/%d7%a4%d7%97-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a9%d7%97%d7%95%d7%a8-35-%d7%9c%d7%99%d7%98%d7%a8-%d7%a8%d7%95%d7%97%d7%91-45-5-%d7%92%d7%95%d7%91%d7%94-68-5-%d7%a1%d7%9e-4-%d7%a8%d7%92%d7%9c%d7%99%d7%99/","עיצוב הבית","434.82"
"YO9WAjPZm60Etkvd06Zq","סט 6 מקציף ביצים COOKA","","url_only","","AN6176","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-6-%d7%9e%d7%a7%d7%a6%d7%99%d7%a3-%d7%91%d7%99%d7%a6%d7%99%d7%9d-cooka-2/","כלי שולחן והגשה","169.56"
"YUcGnDsWQKUbhgC6OcIF","מגש עגול על רגל זכוכית בעיצוב פעמון – זהב","","url_only","","","HTTP_404","https://paldinox.co.il/product/h52d28-%d7%9e%d7%92%d7%a9-%d7%a2%d7%92%d7%95%d7%9c-%d7%a2%d7%9c-%d7%a8%d7%92%d7%9c-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%96%d7%94%d7%91-%d7%a4%d7%a2%d7%9e%d7%95%d7%9f-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-2/","כלי שולחן והגשה","435.76"
"YUvF0CCyXJBKGmM3uMRC","LENAS קערה קריסטל 30.5 ס”מ","LENAS קערה קריסטל 30.5 ס”מ","exact","1.00","","HTTP_404","https://paldinox.co.il/product/lenas-%d7%a7%d7%a2%d7%a8%d7%94-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-30-5-%d7%a1%d7%9e/","כלי שולחן והגשה","367.42"
"YiWCI97ij8TQlT3UDFjD","אגרטל מתכת שחור/ 30.5/30.5 גובה 64 ס”מ","אגרטל מתכת שחור/  30.5/30.5 גובה 64 ס”מ","exact","1.00","X5259BK","json-ld","https://paldinox.co.il/product/%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a9%d7%97%d7%95%d7%a8-30-5-30-5-%d7%92%d7%95%d7%91%d7%94-64-%d7%a1%d7%9e-2/","עיצוב הבית","762.76"
"Yjp3CZWz63w0CbmI5LIk","סט 4 קעריות אובליות על בסיס חלוקי נחל בגוון בז'","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-4-%d7%a7%d7%a2%d7%a8%d7%99%d7%95%d7%aa-%d7%90%d7%95%d7%91%d7%9c%d7%99%d7%95%d7%aa-%d7%a2%d7%9c-%d7%91%d7%a1%d7%99%d7%a1-%d7%97%d7%9c%d7%95%d7%a7%d7%99-%d7%a0%d7%97%d7%9c-%d7%91%d7%96/","עיצוב הבית","392.16"
"Z3oR2kLyCP2OdcnemTrs","רימון פורצלן שמנת – סימן שולחן יודאיקה","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a8%d7%99%d7%9e%d7%95%d7%9f-%d7%a4%d7%95%d7%a8%d7%a6%d7%9c%d7%9f-%d7%a9%d7%9e%d7%a0%d7%aa36/","כלי שולחן והגשה","32.66"
"ZEVOnsNsazdO9wAvg192","h66 מנורת שולחן שחורה זהב 25/50(2חל’)","h66 מנורת שולחן שחורה זהב 25/50(2חל’)","exact","1.00","X4470","json-ld","https://paldinox.co.il/product/h66-%d7%9e%d7%a0%d7%95%d7%a8%d7%aa-%d7%a9%d7%95%d7%9c%d7%97%d7%9f-%d7%a9%d7%97%d7%95%d7%a8%d7%94-%d7%96%d7%94%d7%91-25-502%d7%97%d7%9c/","עיצוב הבית","1500.12"
"ZK1nbNBUInor6ru58YPx","מעמד קומותיים מלבני בגוון זהב","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%a2%d7%9e%d7%93-%d7%a7%d7%95%d7%9e%d7%95%d7%aa%d7%99%d7%99%d7%9d-%d7%9e%d7%9c%d7%91%d7%a0%d7%99-%d7%96%d7%94%d7%91-%d7%92%d7%95%d7%91%d7%94-33-%d7%a1%d7%9e/","עיצוב הבית","195.96"
"ZOKLaXjyhuJSl5HJ9UX0","אגרטל אמייל Haze בברזל","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%90%d7%9e%d7%99%d7%99%d7%9c-haze-%d7%92%d7%95%d7%91%d7%94-30-%d7%a7%d7%95%d7%98%d7%a8-15-%d7%a1%d7%9e-%d7%91%d7%a8%d7%96%d7%9c/","עיצוב הבית","271.76"
"ZZwDDtZ0m9PIzP1YYa1Q","פמוט מתכת ירוק כהה","","url_only","","M51092088","json-ld","https://paldinox.co.il/product/%d7%a4%d7%9e%d7%95%d7%98-%d7%9e%d7%aa%d7%9b%d7%aa-home-decor-%d7%99%d7%a8%d7%95%d7%a7-%d7%9b%d7%94%d7%94-h46-2/","עיצוב הבית","410.91"
"Zr6t0NxWl9vstrOs6P4Z","מגש מרובע על רגל קריסטל שקוף בדוגמת PIERCED","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%9e%d7%a8%d7%95%d7%91%d7%a2-%d7%a2%d7%9c-%d7%a8%d7%92%d7%9c-pierced-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-32-32-%d7%92%d7%95%d7%91%d7%94-13-%d7%a1%d7%9e-%d7%a9%d7%a7%d7%95%d7%a3/","כלי שולחן והגשה","541.36"
"ZuP7XemUEDyrJ1RvEr5u","סט 2 מגשי מתכת בז’ מלבני עם ידית 40/18 ס”מ 29/13 ס”מ","סט 2 מגשי מתכת בז’ מלבני עם ידית 40/18 ס”מ 29/13 ס”מ","exact","1.00","X5273AW","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-2-%d7%9e%d7%92%d7%a9%d7%99-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%91%d7%96-%d7%9e%d7%9c%d7%91%d7%a0%d7%99-%d7%a2%d7%9d-%d7%99%d7%93%d7%99%d7%aa-40-18-%d7%a1%d7%9e-29-13-%d7%a1%d7%9e/","כלי שולחן והגשה","106.51"
"a8c7ErvsRPbYJFi8GcE9","סט 2 מגשים מתכת מלבניים בז' עם שוליים מקושתים","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-2-%d7%9e%d7%92%d7%a9%d7%99-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%9e%d7%9c%d7%91%d7%9f-%d7%91%d7%96-%d7%a9%d7%95%d7%9c%d7%99%d7%99%d7%9d-%d7%9e%d7%a7%d7%95%d7%a9%d7%aa%d7%99%d7%9d-29-12-%d7%a1/","כלי שולחן והגשה","128.29"
"aFA0o8agrow5CctzufzY","מגש מלבני אלו. זהב עם זכוכית וידיות 34/24 גובה 3.6 ס”מ","מגש מלבני אלו. זהב עם זכוכית וידיות 34/24 גובה 3.6 ס”מ","exact","1.00","X5467K","json-ld","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%9e%d7%9c%d7%91%d7%a0%d7%99-%d7%90%d7%9c%d7%95-%d7%96%d7%94%d7%91-%d7%a2%d7%9d-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%95%d7%99%d7%93%d7%99%d7%95%d7%aa-34-24-%d7%92%d7%95%d7%91/","כלי שולחן והגשה","280.48"
"aMbKmiwIRNA8AnEsCC93","שעון קיר לבן /עץ קוטר 37.9 ס”מ עובי 4.3 ס”מ","שעון קיר לבן /עץ קוטר 37.9 ס”מ עובי 4.3 ס”מ","exact","1.00","","HTTP_404","https://paldinox.co.il/product/%d7%a9%d7%a2%d7%95%d7%9f-%d7%a7%d7%99%d7%a8-%d7%9c%d7%91%d7%9f-%d7%a2%d7%a5-%d7%a7%d7%95%d7%98%d7%a8-37-9-%d7%a1%d7%9e-%d7%a2%d7%95%d7%91%d7%99-4-3-%d7%a1%d7%9e/","עיצוב הבית","152.21"
"aWdhtbNyLILw33FHcpom","סט 4 עגלה לירקות 3 קומות כסוף","","url_only","","X4202S","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-4-%d7%a2%d7%92%d7%9c%d7%94-%d7%9c%d7%99%d7%a8%d7%a7%d7%95%d7%aa-3-%d7%a7%d7%95%d7%9e%d7%95%d7%aa-%d7%9b%d7%a1%d7%95%d7%a3/","כלי שולחן והגשה","758.77"
"aq1TxM29N18cjMEdEcq0","זוג עציץ סחלב סגול","H85 זוג עציץ סחלב סגול","fuzzy","0.89","X4215S","json-ld","https://paldinox.co.il/product/h85-%d7%96%d7%95%d7%92-%d7%a2%d7%a6%d7%99%d7%a5-%d7%a1%d7%97%d7%9c%d7%91-%d7%a1%d7%92%d7%95%d7%9c-2/","עיצוב הבית","626.14"
"awaX8MDXCTgYbvxVcXoV","סט 4 כוסות חלבון תכלת – Flower Festival","","url_only","","M51007042","json-ld","https://paldinox.co.il/product/flower-festival-%d7%a1%d7%98-4-%d7%97%d7%9c%d7%91%d7%95%d7%9f-20-%d7%9e%d7%9c-%d7%aa%d7%9b%d7%9c%d7%aa-2/","כלי שולחן והגשה","296.33"
"b2ITzE5udjfeXZ6kNGFW","h40D21 כלי אחסון קרמיקה+מכסה שחור/לבן","h40D21 כלי אחסון קרמיקה+מכסה שחור/לבן","exact","1.00","X4619G","json-ld","https://paldinox.co.il/product/h40d21-%d7%9b%d7%9c%d7%99-%d7%90%d7%97%d7%a1%d7%95%d7%9f-%d7%a7%d7%a8%d7%9e%d7%99%d7%a7%d7%94%d7%9e%d7%9b%d7%a1%d7%94-%d7%a9%d7%97%d7%95%d7%a8-%d7%9c%d7%91%d7%9f/","עיצוב הבית","476.13"
"b8jQiH2MZAp5YwDczyTj","פנוסית הוריקן עץ וזכוכית – גובה 30 ס""מ","","url_only","","","HTTP_404","https://paldinox.co.il/product/h30-%d7%a1%d7%9e-%d7%94%d7%95%d7%a8%d7%99%d7%a7%d7%9f-%d7%a2%d7%a5-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa4/","עיצוב הבית","345.68"
"bIDhQImSEAZ0MV0YKuBW","מגש על בסיס חלוקי נחל בז’ אלומיניום ופעמון זכוכית 23/23 גובה 23 ס”מ","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%a2%d7%9c-%d7%91%d7%a1%d7%99%d7%a1-%d7%97%d7%9c%d7%95%d7%a7%d7%99-%d7%a0%d7%97%d7%9c-%d7%91%d7%96-%d7%90%d7%9c%d7%95%d7%9e%d7%99%d7%a0%d7%99%d7%95%d7%9d-%d7%95%d7%a4%d7%a2-2/","כלי שולחן והגשה","370.36"
"bNvUYSN2eFC1I7mz5aAw","מאפרה עגולה בגוון טרוורטין","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%90%d7%a4%d7%a8%d7%94-%d7%93%d7%9e%d7%95%d7%99-%d7%98%d7%a8%d7%95%d7%95%d7%a8%d7%98%d7%99%d7%9f-%d7%a2%d7%92%d7%95%d7%9c%d7%94-%d7%a7%d7%95%d7%98%d7%a8-14-%d7%92%d7%95%d7%91%d7%94-2-54-%d7%a1/","כלי שולחן והגשה","54.37"
"bSzEL5wJA7xjnn0onF9O","H15 סט 3 צנצנות זכוכית מכסה שחור 0.85ל D10","","url_only","","X4342B","json-ld","https://paldinox.co.il/product/h15-%d7%a1%d7%98-3-%d7%a6%d7%a0%d7%a6%d7%a0%d7%95%d7%aa-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%9e%d7%9b%d7%a1%d7%94-%d7%a9%d7%97%d7%95%d7%a8-0-85%d7%9c-d10-2/","עיצוב הבית","119.57"
