id,source,category,subCategory,sku,supplierCode,status,soferId,name
"6auN3zYi1M2QdCrmte4Y","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור שחור עם כיתוב ""יברכך"""
"6b5VZOZatY82W82j5nn1","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור מהודר"
"6lSDFpuoy6RULIxZQw34","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור חום כהה עם כיתוב ""יברכך"""
"6mkSiVq21Qj3wgNX99a6","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור מהודר"
"6qMMQQkB48w2eYBbcNo5","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור עם הדפס ""יברכך"""
"6uNVURsyVA0wGAXcV394","","סט טלית תפילין","סטים קורדרוי","","","active","","סט טלית תפילין קורדרוי ""יברכך"""
"6uRvl0yAmfJheOb5eiCP","","קלפי מזוזה","","","","active","","קלף מזוזה מהודרת נוסח אשכנזי האריז""ל"
"6xvOkjux6slb3MssspxQ","","תפילין קומפלט","תפילין קומפלט","","","active","ca0bu7x7KDR8S9kTr3o6","סט תפילין נוסח ספרדי – בתים וקלף מהודרים עם רצועות"
"6yg5MukgWE2nwiC9nwT2","","סט טלית תפילין","סטים פיו","","","active","","סט טלית תפילין פיו שחור עם רקמה זהב"
"70Keax3cGm1cJLmbW5EG","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית קורדרוי ודמוי עור עם אותיות בולטות"
"70KgQgqbF12S9XskFkh7","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור כחול כהה"
"70zKxQED6seF0YIHBwtx","","סט טלית תפילין","סטים רקמה","","","active","","סט טלית ותפילין עם רקמה בולטת"
"72efoxsKRQiM1Pxr4Fsg","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין מפשתן בגוון טבעי"
"73C2NQado76rncPpCuif","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור שחור עם כיתוב ""ויברכך"""
"75nlfuVD02YPrdaOrSqi","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור קאמל מהודר"
"7A5EzjmuPJeLF2XP4LqF","","תפילין קומפלט","","","","active","OgfgwSDr8QuHq2KDUQMg","תפילין קומפלט מהודר ספרדי הרב עמנואל פלישטייב מהודר במחיר של כשר"
"7I9edpaiCZu4ArEfaAnQ","","סט טלית תפילין","סטים פיו","","","active","","סט טלית תפילין לבן ""יברכך"" אותיות כסף בולטות"
"7JTjqeqPyyIDaB8NWA8N","","סט טלית תפילין","תיקים","","","active","","תיק לטלית תפילין עם ידית בעיצוב אלגנטי"
"7LW5WbHGHxoduec22ZDq","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור לבן עם כיתוב ""ויברכך"""
"7QbSvqK3xLIvlVJqv6pA","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי פשתן עם כיתוב ""יברכך"""
"7TCFmg0sr6Z9gLOM4ke4","","סט טלית תפילין","בתי תפילין","","","active","","זוג בתי תפילין מופת – פלסטיק כסוף עם פלקטה"
"7aOuyoqx2yC8V92raTeh","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין מפשתן – 36×29 ס״מ"
"7azBlpyty0A6DF2TH565","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין קטיפה משי ""יברכך"" – 36×29 ס״מ"
"7dX3o7ynwlO1AjOZhdCQ","","סט טלית תפילין","סטים פיו","","","active","","סט טלית תפילין דגם כותל בטון עם אותיות בולטות כסף"
"7fANnkZ7tMYZDSDww9oK","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור עם ריקמה"
"7fdhiGFmWDvvLIjc8uYG","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור כסף עם כתב יברכך"
"7n8F1RDNdrWF4RBRcEMq","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור שחור עם כיתוב ""ויברכך"" בזהב"
"7qEGnn37odarLiSJFMka","","סט טלית תפילין","סטים פיו","","","active","","סט טלית ותפילין שחור עם כיתוב זהב"
"7rIExtc2mJPFFT2q2Fk3","","סט טלית תפילין","תיקי עור מדומה","","","active","","תיק לתפילין כחול כהה"
"7sjXtOgrLCJLss4u2Coa","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור אלגנטי"
"7uYdbUCZVbFYLLa43Lzf","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור לבן עם רקמה יברכך"
"7vL0xZnGQICyBo12BYpf","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית שחור דמוי עור עם רקמה יברכך"
"7w1JYveiSeXIJojuwTHs","","סט טלית תפילין","תיקי עור מדומה","","","active","","תיק תפילין קטן שחור דמוי עור עם רקמה האש שלי"
"81gNFnE6WdxBXvYDnWX3","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית מפואר עם ידית"
"847DgyutMdZDzmXPaSKZ","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק לטלית גדול מהודר עם ידית"
"86mGYlzLRPPs8g8aGVEX","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית פשתן ודמוי עור עם ריקמה"
"87kVxTQNxRRENMZA2tkz","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין בד דמוי פשתן 'יברכך'"
"8IC0mPTp0fZOP2YzFln2","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק לטלית פשתן ודמוי עור עם ריקמה"
"8NZXLSx6Hb5MMRYb6VwS","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין פשתן עם כיתוב ""יברכך"""
"8Nx3WYTEWqFDWMYoT2Zs","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור אפור עם כיתוב ""יברכך"" בכסף"
"8OK4WDsOxTeyAWKg5d5i","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור עם ריקמה אלגנטית"
"8W0jVxbF7C3b1jnas71J","","סט טלית תפילין","סטים פיו","","","active","","סט תיק טלית ותפילין שחור עם אותיות זהב בולטות"
"8ZYTFkUZMu6lX1GjZoAS","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור לבן עם אותיות בולטות"
"8dXN2QmwUREbcupJ1ndx","","סט טלית תפילין","סטים קטיפה","","","active","","סט טלית תפילין קטיפה עם ריקמה 'האש שלי'"
"8f5KUtRZKS5gSRWNqete","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור שחור עם אותיות בולטות"
"8iJm7LtfjBtmLP7nh9ow","","סט טלית תפילין","סטים קטיפה","","","active","","סט טלית תפילין קטיפה כחול כהה עם ריקמה"
"8m4cDfXGSd6O14TGb8Hi","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפלין ""אדיר"" ג'ינס כחול לאחסון"
"8nWsUMFe9wquwSWb7dlB","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפלין ""אדיר"" טרמי שחור – 23 ס""מ"
"8ptUnVi1KrLnzboZXwZL","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין בד דמוי פשתן"
"8qbbLGdfuOVrYrgzrClZ","","סט טלית תפילין","סטים פיו","","","active","","סט טלית תפילין שחור עם אותיות זהב בולטות"
"8qyAm8qopFz90ozEkGek","","סט טלית תפילין","סטים קטיפה","","","active","","סט טלית תפילין קטיפה כחול עם ריקמה"
"8wjin5DTj7dz0BmHuYRD","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור שחור – עיצוב ירושלמי"
"910YA5W5BNqtCB1JxL1Q","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק לטלית דמוי עור פשתן אלגנטי"
"94kg4Wp6Agntk5D2u7Di","","סט טלית תפילין","סטים קורדרוי","","","active","","סט טלית תפילין קורדרוי – 160 ס""מ"
"97EziFQgE2Gi7cBgJo15","","סט טלית תפילין","סטים פיו","","","active","","סט טלית תפילין פיו כותל לבן עם אותיות בולטות זהב"
"99pNaXmg5cn2EtlrAZjk","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור מהודר"
"9A63n6oGRu1mBAeLQRYj","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין דמוי עור ירוק זית"
"9AsTljqF4w5qFPPVH1NS","","סט טלית תפילין","","","","active","","סט תיקים לטלית ולתפילין ברכת כהנים שחור"
"9CXMBk60F1qhMcCyCBDe","","סט טלית תפילין","סטים פיו","","","active","","סט טלית ותפילין פיו – אותיות בולטות יברכך בשחור"
"9DLzNRvxS1DPDxAMGo1P","","סט טלית תפילין","סטים פיו","","","active","","סט טלית ותפילין פיו מחורר שחור"
"9Hkbx6f1FZaAt6tAp4yl","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק לטלית דמוי עור שחור עם לוגו שי"
"9IKmxEK7e2XproDrNGAg","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור אפור עם אותיות בולטות"
"9IhGaIGV9WpqOEwoLR8y","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור עם ריקמה"
"9MrfoCKveQL1b7XGte3B","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור שחור"
"9P2ib7IgIQL1SKNjRoHD","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית ותפילין דמוי עור שחור עם כיתוב ""האש שלי"""
"9V6cuTtdkIZOMYII7EYW","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור לבן עם אותיות ""ויברכך"""
"9XaKVsk0ero3wVmjow9n","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור שחור עם אותיות ""וי"""
"9giRyAE9tgz2NtwDo5I0","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור עם ריקמה"
"9gs4iJgS8pj8TqQCPSuJ","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור אפור עם כיתוב ""יברכך"" כסף"
"9j3d4Nhi5biJ3l9mdNFd","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית מפיו שקוף"
"9xw7Czw6TijLUqKajDlD","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור קרם"
"A570JjIferwhRzgCxHCk","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית ותפילין דמוי עור בגימור מפואר"
"A7Nx7rBMADng0DiCiQ4s","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי פשתן – עיצוב אלגנטי"
"ACxijItMq1ZiD8cBAhbn","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין דמוי עור שחור בעיצוב אלגנטי"
"AFMwoZH3ETJLgDrrgVz7","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור שחור עם ריקמה יברכך"
"AHfutiNUZ8gCJ81eTEWv","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור כחול"
"AIbDbwyDRRr23FNUmaPT","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור אלגנטי"
"AL9FWgHayEIQGAmbyDw3","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור בגימור אלגנטי"
"ALdQYWucMDWLrt0kc3UC","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין לבן דמוי עור עם אותיות בולטות"
"ALvtsgU42HCnDOTRfSA0","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין בד פשתן בגימור אלגנטי"
"ARduBg7IicOrwrgDsI2A","","קלפי מזוזה","","","","active","","קלף מזוזה ספרדי כשרה רמה פשוט"
"AVChq4OJlEFsiYKsZxp7","","סט טלית תפילין","תיקי עור מדומה","","","active","","תיק תפילין קטיפה כחול כהה עם ריקמה"
"AcFx8wWwneL8cYQV4pRM","","סט טלית תפילין","סטים קורדרוי","","","active","","סט טלית תפילין קורדרוי ""יברכך"" 3629 ס""מ"
"AeovgJNHw2jhou7e7qAU","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפ ""אדיר"" טרמי פשתן ירוק זית לאחסון תפלין 23 ס..."
"AhNpy1RJDLmmkV5CVb5q","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית גדול בגוון חום כהה עם אותיות בולטות"
"AllxKrIiaB9GVzLah8aV","","מגילות","","","","active","dklwyXicTPGhjK0FHhQ9","מגילת אסתר"
"AonM0BPbTBzWHTGBpLdA","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור יברכך 36X29 ס""מ"
"ArmPyyJNVWOyGIlvNFgh","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור כסף עם כיתוב 'יברכך'"
"Auv7YRYUAPfjWwinObel","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין לבן דמוי עור עיצוב ""ירושלים"" זהב"
"AxkhX7NH6kLtEukRvVYO","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור – דגם יברכך"
"B1whcOXaR0ufxzLIKH3b","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור ""יברכך"" – 36×29 ס""מ"
"BD457R7lAZoyqDpC6ubq","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין טרמי דמוי עור בגוון חום"
"BJme0KdDSgbebbIK84KB","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור שחור עם עיטור כתר כסף"
"BKUAhV5lmSt3rXpTWcu3","","סט טלית תפילין","תיקי עור מדומה","","","active","","תיק תפילין דמוי עור שחור אלגנטי"
"BOAZ9epM8bbzoXDgdds9","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית קורדרוי ודמוי עור עם ריקמה"
"BR5pCWVtdZhAoXxPJJsx","","סט טלית תפילין","סטים בד","","","active","","סט טלית ותפילין בד דמוי פשתן יברכך"
"BiLcmkKrw63zM9PzwBmA","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור שחור אותיות בולטות ""שיויתי"" כסף 36X29 ס""מ..."
"Bt7xxhNmu7w2ZXOhzE1d","","סט טלית תפילין","תיקים","","","active","","תיק טלית ותפילין עור לבן עם רצועה"
"Bue5Af4O59rZRKDFInMJ","","סט טלית תפילין","תיקי עור מדומה","","","active","","תיק תפילין דמוי עור עם ריקמה 36X29 ס""מ"
"BvOhuZR5KoNG9hVysfmA","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית קטן גוון שחור פיו מפואר אותיות בולטות ""כתר"" כ..."
"BytNVLipUibuIfEMeCE4","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור רש""י ר""ת"
"C1w8j1QeGlMsxfdwA5NE","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין בד קטיפה ""האש שלי"" 36X29 ס""מ"
"C3mOL9wAju6qdf70qBzZ","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור שחור אותיות בולטות ""ויברכך..."
"C5W6sLznwApBAYlo1Rsv","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור 36X29 ס""מ"
"C9Lp2wZRcwX5o7LLwZoa","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין דמוי עור שחור עם עיצוב אלגנטי"
"CEBh4WuKUNUAB280O7GX","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין לבן דמוי עור עם ריקמה ואבנים 36X29 ס""מ..."
"CMELWvmetKB6YPlqSof6","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור מהודר 36X30 ס""מ"
"CYGL0k96DqybfyTNDHEC","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית ותפילין דמוי עור בעיצוב אלגנטי"
"CYXZjoUJJopP6lrSBKhK","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין אדיר בטרמי אפור ופשתן"
"CeVgGAuLIu1GY8xSctjC","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית גדול גוון שחור פיו מפואר אותיות בולטות ""ה..."
"ChslXYHr6M2tCrZlSUll","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית גדול שחור עם כתר בולט"
"CikVHoGMQ7kmyBe94rxR","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור עם ריקמה"
"CjdCFj2DpnrHQl8KJxqN","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור עם ריקמה"
"CqgaOQM0i5BUUg9ozimh","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין בד קטיפה משי 36X29 ס""מ"
"Cw8CSHqLnjnlLWZLeO7m","","תפילין קומפלט","","","","active","YWKJ0UP9o907Mz5WeGON","סט תפילין פצפונים ספרדי קומפלט"
"CwgNCYIYFtdNUl0Parpq","","בר מצווה","סטים בהמה דקה","","","active","9XHT0RzSXgWwqCIXKNui","סט בר מצווה תפילין בהמה דקה עם ברכת כהנים"
"Cxt2fOCI6YGlg0LEOxVM","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין אדיר פשתן אפור כהה – 23 ס""מ"
"D4cOe0NOQDgtZ3W1y3sd","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין דמוי עור כחול יברכך"
"DAScjApz6KAITldnCtJn","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור מהודר"
"DCveCkOXJFgGzmSr23rR","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין לבן דמוי עור עם הנושא ""האש שלי"""
"DHESY3zAMZNxo3pBERqx","","סט טלית תפילין","סטים פיו","","","active","","סט טלית תפילין כותל לבן עם אותיות זהב בולטות"
"DNvNGz8NUI6UZFp0NkON","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור עם כיתוב ""ויברכך"""
"DOE9RxrjBuiH9JhtDKyg","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית גדול אפור עם חלוקה פנימית"
"DZpH2H7orTEYmNsTbjKd","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית גדול כחול כהה עם הכתובת ""כתר"""
"DaM7EtcdYPKAygLFnARC","","סט טלית תפילין","סטים קטיפה","","","active","","סט טלית תפילין ועטרה קטיפה ""יברכך"""
"DcfbEa60Vp4Ih62Fz0qk","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית גדול עם בידוד תרמי"
"DchwvnXVDZTQMmWLALjI","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין דמוי עור אפור עם בידוד תרמי"
"DcoUCzi3zFEVhR0UBlMp","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור מהודר"
"DdAuBM3d0boiHmsxtUE2","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור יברכך"
"Dfbc9bnspEqoJf6tlASG","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור אפור עם אותיות בולטות"
"DgncFSHmMSzUZnNoq2o3","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור יברכך"
"DhfMV9uHJd1z5gvv7Gnh","","סט טלית תפילין","סטים ארוג","","","active","","סט טלית תפילין ארוג כחול רקמה יברכך"
"Dhs0BDHBgwT3iRVax8Qa","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור אפור אותיות בולטות ""שיויתי"" כסף 36X29 ס""מ..."
"DsSokwvIAs2rrLEjAS7u","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור חום עם רקמת יברכך"
"DtoISHESC1RYulyM6e4V","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין דמוי עור ברונזה משופשף"
"DvHO0EdbKL21mHvuabTQ","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית ותפילין דמוי עור לבן עם הדפס יברכך"
"E0wUv2oPEk8gfGLCA5db","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין בד דמוי פשתן ""יברכך"""
"E5gMiqkIfGcU8GlXcDkl","","סט טלית תפילין","בתי תפילין","","","active","","זוג בתי תפילין ""מופת"" כסוף עם פלקטה"
"EDfeyMOR4dtnbPa3zXzk","","קלפי מזוזה","","","","active","ey1wN573JFLVDEhKyTdv","מזוזה כתב אדמוה""ז -  20cm (MEZUZAH ALTER REBBE KSAV)"
"EMQvIaaO1tudP5KzjBNh","","קלף מזוזה","","","","active","L2OQjqGf5p7VGGruvLs6","מזוזה נוסח בית יוסף"
"EOJnyNKEjNd2yIxPe0LN","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין מפשתן"
"ERNxqyHJTG3AKZ2kM9Ot","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין דמוי עור כחול בעיצוב קוביות"
"EhAqPlHrszpe97ZoAD5O","","קלף מזוזה","","","","active","L2OQjqGf5p7VGGruvLs6","מזוזה נוסח בית יוסף"
"EnqZ9ZDwUY4FlAMQLmkn","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין דמוי עור שחור – איחסון אלגנטי"
"F0l18RxL8npuzT9oT5cw","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור עם הדפס יברכך"
"FBB5Zl2LPFz6Ci60tQK8","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין בד דמוי פשתן"
"FCjD5GJItgWjSmet0lji","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור בגוון קאמל"
"FDWpOnOMbzpxwVYm5H31","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית תפילין דמוי עור קאמל מהודר"
"FPSt4sRsZlPLisZ8QwlI","","מגילות","מגילת אסתר","","","active","","מגילה ספרדי"
"FrapmWWWV7xaAvo2xIlE","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין מהודר דמוי עור"
"G72tcrGjxt4hk3CE2uBn","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור שחור עם אותיות בולטות"
"GCXCtCCZFjPmSMQrerH4","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית שחור פיו מפואר עם ידית"
"GIwOfiCJu5acYbNX1yg5","","סט טלית תפילין","תיקים","","","active","","תיק מפואר לטלית ותפילין עם ידית"
"GMQJBOAuzRaBzqpiSp7r","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין ועטרה בפשתן"
"GPHxTQgA8OJl86vEHbAQ","","קלפי מזוזה","","","","active","QvLjxevOXXr3qYFOMczu",""
"GUlK0J1RA0bOFCO1xPCc","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור מהודר"
"GYHkQ4aJEvZwxTyzXqYY","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור כסף עם כיתוב יברכך"
"Gg3Kuaqldw5T97w5tw4N","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור אלגנטי"
"GiU4OdtgARrxFXThmGjT","","בר מצווה","סטים בהמה גסה","","","active","OgfgwSDr8QuHq2KDUQMg","סט בר מצווה שלם עם תפילין בהמה גסה וברכת כהנים"
"GvMWpO9vC0jWU6fUkIk2","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין פשתן – עיצוב אלגנטי"
"Gx1DQJr6exCX0c5PMEm6","","סט טלית תפילין","סטים קטיפה","","","active","","סט טלית תפילין קטיפה עם ריקמה"
"H0rfCPwxsl5MtviPU8Ax","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור עם בולט"
"HObcq7S0Ud7Vb6qaKZKa","","סט טלית תפילין","סטים ארוג","","","active","","סט טלית תפילין ארוג אפור רקמה יברכך"
"HQ7uTNN7cuKDmnr7zQII","","סט טלית תפילין","סטים קטיפה","","","active","","סט טלית תפילין קטיפה כחול בהיר עם ריקמה 36X29 ס""מ..."
"HZiss4uy1VWptejHvlj5","","סט טלית תפילין","תיקים טרמי","","","active","","תיק תפילין דמוי עור שחור"
"HqQvidYVS6Nf3yQYMEhI","","מגילות","","","","active","dogupVNRjdFIFFK3ZxzC","מגוון מגילות יפות ומהודרות"
"HvPqEvytnMxLXeD1V2Iv","","קלפי מזוזה","","","","active","","קלף מזוזה כשרה ספרדי"
"I0cqQ88VeJiWjEkqFvoD","","מגילות","מגילת אסתר","","","active","8GPtlN8Cn0AIoqGouNUn","מגילת אסתר"
"I9eS9Vo1WNp2ihOEMDbO","","סט טלית תפילין","סטים בד","","","active","","סט טלית תפילין מהודר בד ארוג כחול כהה וכחול בהיר עם רקמה 36X29 ס""מ..."
"IOtyD0wjzv09AdOqpqqx","","קלפי תפילין","","","","active","1rcDqm9T4oAeDyaBPfDJ","פרשיות תפילין ספרדי"
"IgRGJoPAgEmeA5mrdRrT","","סט טלית תפילין","סטים פיו","","","active","","סט טלית תפילין פיו לבן עם רקמה בולטת ואותיות בולטות יברכך..."
"IpCV5KI5ItfcuIeBII3h","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור אפור בטון"
"JBSvKUkxYC7ov86zGtcj","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור מהודר"
"JJs530I4QkpDjAJ0lYvT","","סט טלית תפילין","סטים פיו","","","active","","סט טלית תפילין פיו שחור"
"JTZibZzIy1Q3SCcnVdM1","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית גדול אפור כהה עם חלוקה פנימית – פיו מפואר"
"JUc0GcErAPaRViCCUU3X","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית קטן כחול כהה עם כתר בולט – פיו מפואר"
"JaqgsE1JIWGN594Qpg6D","","סט טלית תפילין","סטים פיו","","","active","","סט טלית תפילין עיצוב כותל בטון אותיות בולטות כסף"
"K4zMCpcn2z4rQBV3yQjk","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית שחור פיו מפואר עם ידית"
"KEOYlN4pehLHm3kDfCoM","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית ותפילין דמוי עור שחור עם כסף – יברכך"
"KL7FSynuZkNs9SqUil4P","","סט טלית תפילין","סטים עור מדומה","","","active","","תיק טלית ותפילין דמוי עור אפור כהה"
"KLKdKAcExbsnnWVuLw93","","תיקי טלית ותפילין","יודאיקה כללי","","","active","","תיק טלית דמוי עור אפור עם אותיות בולטות"
"KMDJBvPQ4V5F2mASr6NY","","קלפי מזוזה","","","","active","ny0jd2540XlTh6mXci35","מזוזה 15 ס""מ כתב ספרדי מהודר."
"KUTanzXPAiIWQQxN1eyq","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור עם ריקמה"
"KWMZdMMvBgSA8lLgE72Z","","קלפי תפילין","","","","active","vQv0r20jgJp2lVRN4x1u","תפילין פרשיות מהודרות כתב ספרדי"
"KeWevprgAMDdFHkG4NBS","","סט טלית תפילין","סטים עור מדומה","","","active","","סט טלית תפילין דמוי עור עם ריקמה"
