id,source,category,subCategory,sku,supplierCode,status,soferId,name
"OWjuEGu2Aiu8PQLmRDcf","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר לבנה עם אות ש' ומגן דוד – 12 ס״מ"
"OXBo5ABRc0WKpPXk6Ax6","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון רחבה עם אות ש' – 12 ס""מ זהב להבה"
"OYEhoepmrLKQdes3kq0l","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום שחור מט עם אות ש' וסגירה גומי – 15 ס""מ"
"OgeOoDbvwfnuUx8KLZHe","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""פולימר בטון"" שיש ברכת הבית 20 ס""מ"
"OxT2HYWhC1fRQMtHvi4r","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה קריסטל שקופה עם אות ש' וכיתוב שמע ישראל"
"P0Bb9RBKYStia8yqwwxf","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה קריסטל שקופה עם פס כסף ואות ש'"
"PJ40rH5GxZhnY2sfX3QX","","מזוזות","מזוזות פולימר","","","active","","מזוזה שיש גס לבן עם ציפוי כסף ואות ש' – 12 ס""מ"
"PJk1gY3ovXdyPmOiino3","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום זהב עם אות ש' – 15 ס""מ"
"PKLSy4okAZivaIEh45NX","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון ""ברוך אתה"" – 12 ס""מ"
"Poboxg8XDojd6BBrJqch","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון כותל ""ברוך אתה"" 20 ס""מ - גוון..."
"PpHRED4PQpCLi0ND5STk","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""פולימר בטון"" כותל ברכת הבית 15 ס""מ - שחור..."
"Q1XxX7TvYj6gyhBnOJmk","","מזוזות","מזוזות פולימר","","","active","","מזוזה בטון לבנה עם אות ש' זהב – 20 ס""מ"
"QCOzZhRDFX3b6wLUxS7E","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""סמנט בטון"" ""האש שלי"" רחבה גוון אפור 12 ס""מ..."
"QFYsB9QAob81vmaToQit","","כיפות","","","","active","","כיפה צבע שמנת עיצוב אישי והדפסה"
"QIiRVjquXOk4mWOBf2XP","","מזוזות","מזוזות זכוכית","","","active","","מזוזה זכוכית דוגמת בועות עם פקק סיליקון – 10 ס״מ"
"QfIxP3rH5ldv7PB3o3Rp","","מזוזות","מזוזות כותל","","","active","","מזוזה פולי כותל בולטת זהב – 15 ס""מ"
"QhmPhnAuF34tG2RP5ZAm","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר לבן עם אות ש' ומגן דוד – 15 ס""מ"
"QhrtZl47zXYO6acintsG","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק לבנה – 15 ס""מ"
"QioFWkUGSeBmabXqWSsI","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקופה עם אות ש' וטבעת כסף – 12 ס""מ"
"QncuNDzExYa06Px43ZGv","","מזוזות","מזוזות פולימר","","","active","","מזוזה בטון לבן עם אות ש' בהילה זהב – 30 ס""מ"
"Qu8YmFgML7mqqFU907UL","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון עם אות ש' כסף – דגם כותל 25 ס""מ"
"R0b79EAtloaapCriIQRu","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון עם אות ש' בזהב"
"RDQRxqBRPh9cZnUM9qbw","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק לבנה 15 ס""מ ""ש"" כסף עם פקק גומי..."
"RDiGQc6QEH4Fy9auOe0M","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום 15 ס""מ כסף מנוקד ""ש"" מתכת"
"RLz5oIbFRn8pgbIRmlGt","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקופה כסף עם פקק – 20 ס״מ"
"RPVT1fZjYq10wXXYn1nb","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום לבנה עם אות ש' – 10 ס""מ"
"Rb9aSiuC2rxq9UuPxPAq","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר לבן שמע ישראל – 15 ס""מ"
"Rxs3YdQVHwLw0ebTkJER","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום 12 ס""מ בז פרופיל מיוחד"
"SBy1QaEf96ySd819TLTF","","מזוזות","מזוזות זכוכית","","","active","","מזוזה זכוכית בועות עם פקק סיליקון"
"SF66uT5YdIwFJa3rcQIT","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון רחבה שחור עם אות ש' בזהב – 30 ס""מ"
"ScsYM1FVI9Dqbr7kUmFe","","מתנות","מארזי קדושה","","","active","","מארז קדושה יוקרתי לגבר בז' פשתן עם סידור וכיפה"
"T6kaR3BdugIQ905eZamj","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר 15 ס""מ – אות ש' בזהב מבריק"
"TLSu3x1Ng4BlTcYZ051T","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום רוז גולד עם אות ש' להבה – 15 ס""מ"
"TOQvf8nfptncKwCVl6Wc","","יודאיקה","יודאיקה כללי","","","active","","קליפס לטלית ניקל עם מגן דויד ושרשרת"
"TPr12DDRE0obDWyMuaSv","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בדיוקן ירושלים – 20 ס""מ"
"TSYdOoLlvB7y1bra0kL7","","מזוזות","מזוזות פולימר","","","active","","מזוזה בטון בעיצוב אות ש' בגימור כסף – 25 ס""מ"
"TbuKYZkXbTMAYZaKtbdt","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון עם טקסט 'ברוך אתה' – 15 ס""מ"
"Tnxl1Rd4ffyiHWR9hML3","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר כותל ""ברוך אתה"" 15 ס""מ - גוון אפ..."
"TrK2zFJIGRUZQkqCY7qN","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר עם חמסה וגימור חול – 15 ס""מ"
"UFuqjWmmySnwH3dhGMa0","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון כותל – 20 ס""מ"
"UHqDS9VUkwEKo2DkYLJo","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון רחבה עם אות ש' וזהב – 20 ס""מ"
"UgeCvjKYoTMMPcNZEhy8","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק לבן 12 ס""מ עם כיתוב ""שמע ישראל"" כסף"
"UpH2XWZ1WBqmcQIWH5a4","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון 12 ס""מ"
"UweLq4zQKiWwNvtiWod8","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק לבן עם פסים – אות ש׳ כסף"
"UyxkQaWnFrveyL350B8f","","יודאיקה","יודאיקה כללי","","","active","","תיק מפואר לטלית דמוי ""פשתן"" 31X38 ס""מ"
"VYEBKWibeqW0EDECNBH3","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון ברכת הבית – שחור"
"VmDG4P2ODQpEPWugXVLI","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום שחור מט עם אות ש'"
"VpkvEFfvwW1l9uAAukpU","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון כותל ברכת הבית – 20 ס""מ לבנה"
"Vpztx82jsGU82HtBxrA5","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק לבנה כותל עם אות ש' בכסף – 12 ס""מ"
"VzN9Rtvgh7QJtmMV2sHw","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום זהב עם אות ש' להבה"
"W6f0LEwy26wqHBmIKRYZ","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון ""האש שלי"" רחבה אפור"
"WJYBvq5zZzQq56YXcNJh","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום בגימור שיש אפור תלת מימדי – 10 ס""מ"
"WoubBF8ri3uwFsblHYul","","מזוזות","מזוזות פולימר","","","active","","מזוזה שיש לבן עם אות ש' וציפוי זהב – 20 ס""מ"
"Wr6dS4FDSLZ85jboI0uy","","מזוזות","מזוזות מתכת","","","active","","מזוזה מתכת ניקל עיצוב כתר – 20 ס""מ"
"WtQgoWvPRQBPkpXrrpdU","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום בעיצוב תלת מימד פסים – 12 ס""מ"
"WyeWDYLoAUGsywinQE5B","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום רוז גולד עם אות ש' להבה – 12 ס״מ"
"WyqHJFQM17sUOaPVnFQC","","יודאיקה","יודאיקה כללי","","","active","","טלית צמר Premium | דגם חום בהיר חיתוך לייזר"
"X1j7Hzcx9E40WCcJ9LBd","","מזוזות","מזוזות מתכת","","","active","","מזוזה מאלומיניום כסף מט עם אות ש' – 10 ס""מ"
"XBOeXmrIzxmwPGeMgcis","","כיפות","","","","active","","כיפה פשתן צבע מרווה עיצוב אישי והדפסה"
"XNocVXodXm21dPo1JtVJ","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון שחורה – עיצוב רחב"
"XcFf5EznthSoxwELPNYF","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום 12 ס""מ שחורה ""ש"" ללא חורים..."
"Xidw57GU0vYL2lK01cOF","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון שחור רחבה – 15 ס""מ"
"YMWc0SvxLNUzJGJCeqTd","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק פסים אפור עם אות ש' כסף"
"YqFwoZw3fsc9X1pz5THC","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון שחור עם אות ש' להבה – 25 ס""מ"
"ZHmE4tXmeEMa0KCM4RjW","","מזוזות","מזוזות מתכת","","","active","","מזוזה מאלומיניום כסף מט עם אות ש׳ – 12 ס״מ"
"ZzTqvnHsG03ZSZL60PEU","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון עם אות ש' בכסף"
"a4WyMjY3PvNWM8dwlUUM","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום 12 ס""מ אפור כהה ללא חורים ""ש..."
"a93aN3XFrwhvD5cmG9NR","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון שחור עם אות ש' – 30 ס""מ"
"aAuRN1u7YUsnVDqN29fH","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר ש שקועה כסף מבריק 15 סמ לבן"
"aGgwfJFjFLPAHaGKxoEV","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום שחורה עם אות ש' – 12 ס""מ"
"aKBATTtAeNlYHTglA3QF","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בשילוב שחור ואפור"
"aSbBHKvoUblLztzAKLzn","","מתנות","","","","active","","כיפה פשתן צבע שמנת ורדרד עיצוב אישי והדפסה"
"augXPqHAYg0MlZcVdW0z","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר כשר 20 ס""מ עם אות ש' – עיצוב חול"
"b8UpjFYYEHawEmv1f4mE","","מזוזות","מזוזות מתכת","","","active","","מזוזה מאלומיניום לבנה עם אות ש' – 7 ס""מ"
"bVv3V9cLTpcAdr3Oqm08","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום אפור עם אות ש' – 15 ס""מ"
"bfMumVRVZ1H913MqHnZE","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון רחבה אפור – 12 ס""מ"
"cCYMXMFQufS9DOZilTQg","","מתנות","","","","active","","תשלום רקמה"
"cmsK6ZSWQ8yVb8yOsXe6","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון עם אות ש' כסף – 30 ס""מ"
"d3xMOBoNE3rmcbeDe3Ak","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום לבן עם אות ש' – 12 ס""מ"
"dCx9XhmfbvmsByt3f1lK","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק עם אות ש' כסף – 15 ס""מ"
"dE6maQJlU3qLzFKUJ5m7","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום כסף מט עם אות ש'"
"dNlTQEqa36LgDLhS9eYE","","מתנות","","","","active","","כיפה פשתן בצבע מרווה בעיצוב אישי להדפסה"
"dgnjnDy99N4wHBD0VAZu","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר שחורה עם כתובת ""ברוך אתה"" – 15 ס""מ"
"dl9GxBrvi38BkbrBjwFD","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר ""וכתבתם על..."" – 20 ס""מ"
"dntAAKCS5i7dPlq76xEO","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר אות ש שקועה – 20 ס""מ חול"
"eCv07AtFbbZZJOosGI4g","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון שחור עם אות ש' זהב – 15 ס""מ"
"ebusT88tZJTwMZtV8hNL","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""פולימר בטון"" כותל 30 ס""מ - שיש לבן"
"fEswCJVa81T0SDceeKpS","","מזוזות","מזוזות מתכת","","","active","","מזוזה מניקל עם עיצוב ירושלים – 20 ס""מ"
"fFW0lB6tNuLyDqtPuVQa","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר עם אות ש' – שמע ישראל 20 ס""מ"
"fJ1ajjghzU1MZnlUrOQT","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק לבן עם אות ש' כסף – 15 ס""מ"
"fOXoyrM7Hs72wgjNeWB7","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום זהב עם אות ש' – 12 ס""מ"
"fjoXZAAFomwWz6fqYh4n","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום כסף מט עם אות ש' – 10 ס""מ"
"ft0T8NCxdBVjKKcNJajK","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום 15 ס""מ לבן ""ש"" מתכת"
"fxWMtD3nlH9Xw5X5YPR2","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון עם אות ש' – 25 ס""מ"
"fyOdCcUgAyk4gbOjiZVa","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר ""וכתבתם על..."" – 12 ס""מ"
"gGVs7huW8hAS8Wu2T6BG","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""סמנט בטון"" רחבה ""ש"" להבה זהב 15 ס""מ"
"gYyJwAZUAqv28RlC9kSY","","יודאיקה","יודאיקה כללי","","","active","","קליפס לטלית ניקל אבני החושן עם שרשרת"
"guFYhb1QNOLeB8JGFXNK","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון לבן עם כיתוב ""ברוך אתה"" – 20 ס""מ"
"h1OwataDmbohhVEO5cAu","","מזוזות","מזוזות עץ","","","active","","מזוזה עץ לבן עם כיתוב ""שער"""
"hKo9rW6p9Mhf8sIO2MDt","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקוף עם פס זהב – 12 ס״מ"
"hSl0p0fCNpjFlygze4vK","","מזוזות","מזוזות זכוכית","","","active","","מזוזה זכוכית בעיצוב בועות עם פקק סיליקון – 12 ס""מ"
"hXSlfGSVlWDkg7lKOnVD","","מזוזות","מזוזות עץ","","","active","","מזוזה עץ 12 ס""מ חום אגוז שרשרת עם גב"
"hwbQIvaOXHbipBmu39uH","","מתנות","","","","active","","כיפה פשתן בז בעיצוב אישי בהדפסה"
"ipHbMxQITnPAFTuC23zR","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון כותל ""ברוך אתה"" 20 ס""מ - שחור..."
"iw46hXgy4iezqvHIIw6y","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה לבנה עם אות ש׳ וכותל בגימור כסף – 15 ס״מ"
"j0pFNeJbuHjxEuAftcTI","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""סמנט בטון"" רחבה גוון בטון 20 ס""מ"
"j39RfHVg8ZTyvnnrtnQ8","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק בגימור שיש אפור – 15 ס""מ"
"jskeofbJ1RaYJCvI1Laq","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון 15 ס""מ ירושלים"
"kV6i1oLIW7nAn4UkZt9P","","מזוזות","מזוזות עץ","","","active","","מזוזה עץ אגוז חום עם שרשראות ובסיס – 12 ס""מ"
"l4nrp46BpdVrc9HFEC3S","","מזוזות","מזוזות מתכת","","","active","","מזוזה מאלומיניום כסף מט עם אות ש' – 12 ס""מ"
"lL63hHHamRTLPQrgG1DF","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון שחורה – רחבה 12 ס״מ"
"lZyYFFABR5HYzBHahTVZ","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""פולימר בטון"" שיש ברכת הבית 25 ס""מ"
"lklxR4DqNKLMlVRPXH2V","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום 10 ס""מ צבועה בתלת מימד - שיש לבן..."
"lxWQzO6WrKHU73vSRcA7","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""סמנט בטון"" רחבה גוון לבן 15 ס""מ"
"nA8Y4AJjs7n0GKfbocy2","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון רחבה שחורה עם אות ש' בזהב – 20 ס""מ"
"nTlNYslzxxFFyQXIvuaD","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקוף פס כסף עם אות ש'"
"nsRZMAe2wGtxRqsui3oe","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון בדוגמת כותל – 30 ס""מ"
"o2xdllx140qSgd83zFkx","","מזוזות","מזוזות פולימר","","","active","","מזוזה מהודרת שיש כסף עם אות ש' – 15 ס""מ"
"o8Q0JHsjOcfwuPugqI2W","","מזוזות","מזוזות כותל","","","active","","מזוזה פולי כותל ש בולטת אלקטרופורמינג זהב 30סמ..."
"oUwmscLTtNDxwHY8mkQz","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שחורה עם אות ש' זהב ופקק גומי"
"okgnOwopLwb9r7RlQvaw","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק לבן פס זהב עם אות ש' – 15 ס""מ"
"ooLspY0l0d0t8kAqQqo5","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק לבנה עם אות ש' כסף ופקק גומי – 15 ס""מ"
"ow4d3DEqKOiepKqhroVx","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר ש שקועה שמע ישראל 15 ס""מ חול..."
"pAT9NjPbAXv2o0d9PaqN","","מזוזות","מזוזות פולימר","","","active","","מזוזה בסגנון בטון אפור רחבה"
"pBeMxkMZER5ruHPXk4fV","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר לבנה עם אות ש' שקועה וכיתוב שמע ישראל – 20 ס""מ"
"pCNIGzTOHa3r6oXxOdzQ","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר עם אות ש' שקועה וחמסה – 12 ס""מ"
"pDixqv7Ib0cdwHjidU32","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון רחבה עם אות ש' להבה זהב – 30 ס""מ"
"pLhBW3bq4SU3d9i6xj9i","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר לבנה עם אות ש' בזהב מבריק – 12 ס""מ"
"pSYDAdRMDAFpzzOCOO8s","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק לבנה עם אות ש' וחלל כסף"
"pZZSoDPAVWIN6eBNBmKB","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון – 15 ס""מ"
"peT0r0VSy6VN9THbNUWe","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקופה עם אות ש' בכסף"
"pqFvQObNmLpIMz0GhmKC","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק ""ירושלים"" כסף עם פקק גומי – 12 ס""מ"
"prod_1773067665269","","יודאיקה","פמוטים","","","active","","פמוטים בסגנון ויטראז' ערכת פרימיום"
"pyXLNl8HBFAqUa5KllTA","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום כסף עם אות ש' וסגירה גומי – 15 ס""מ"
"q9ykwfjcIm6YbsaYLcry","","מזוזות","מזוזות מתכת","","","active","","מזוזה מתכת ניקל ""ירושלים"" – 12 ס""מ"
"qIvDRm8uMqfzmETT2wY5","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום לבנה עם אות ש' מודפסת – 12 ס""מ"
"qx7DIPzkVQMsXpfMeGXh","","מזוזות","מזוזות מתכת","","","active","","מזוזה מאלומיניום עם אות ש' בעיצוב גיאומטרי – 15 ס""מ"
"r9R3uE7CG60NQdV5ryy4","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון – ברכת הבית 15 ס""מ"
"rXoItiCduwXdfwNhN69d","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר לבנה עם אות ש שקועה – 12 ס""מ"
"rwMLJPUwr9r5jsckkBEx","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון ברכת הבית – 12 ס""מ"
"s48wb4Ove8GEs67TD0MO","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקופה עם אות ש' וכסף – 12 ס""מ"
"t1DFO6BbmOVv0BqfZFRQ","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק לבנה עם אות ש' כסף ופקק גומי"
"tLeexf77DTfrOf1O6shD","","מזוזות","מזוזות פולימר","","","active","","מזוזה ""סמנט בטון"" רחבה גוון בטון ""ש"" להבה כסף 30 ס""מ..."
"tYhHX3Eg36TEya3yqn3v","","מזוזות","מזוזות מתכת","","","active","","מזוזה לרכב מתכת ניקל – תפילת הדרך"
"u1avAotE5LpRFuhEYlse","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון שחור ברכת הבית – 20 ס""מ"
"uEdt1wXU5VEBWEfnJA9W","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום כסף מט עם אות ש' – 10 ס""מ"
"vLS8UNlHCjqg2XAerpWZ","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום לבנה עם אות ש' – 15 ס""מ"
"wB8YmOLN8mA76fisb8SV","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום לבנה עם אות ש' – 12 ס""מ"
"wBfpTHzJj8X7NksMXkbY","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום לבנה עם פרופיל מיוחד"
"wIjqejJxGV1emTtaXvPW","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום לבנה 15 ס""מ – פרופיל מיוחד"
"wvV1Elb3Xyo09NKt7Vpu","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק בגימור עץ עם אות ש׳ – 12 ס״מ"
"xFBjx9KeyOL4lgDVPnuo","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון לכותל – 30 ס""מ"
"xOXQsncsCNzdU7IXk2JT","","מזוזות","מזוזות מתכת","","","active","","מזוזה אלומיניום כסף מנוקד עם אות ש' – 10 ס""מ"
"xdRlOHVIqGJisOOwlKcT","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר ""וכתבתם על..."" – 15 ס""מ"
"xuGiaJfjsol7f7PShCTO","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר בטון כותל – 12 ס״מ"
"xyk4lqK8d3s0QkStnGSH","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק לבנה עם אות ש' זהב ומכסה גומי"
"yLWi2n3htQkcI8gEDdPK","paldinox","כלי שולחן והגשה","הגשה ואירוח","","","inactive","","תיק צד Kyoto Festival ורוד 66/20 ס”מ גובה 44 ס”מ"
"yOWOMVCA7DMNxTYyVGTo","","מזוזות","מזוזות פולימר","","","active","","מזוזה בטון בגוון אפור בעיצוב כותל – 12 ס״מ"
"ybEn9NSnm1aFXRjPw10k","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק גימור שיש אפור – 12 ס״מ"
"yrGZi2SA6MrTNLh8WsRq","","מזוזות","מזוזות פולימר","","","active","","מזוזה סמנט בטון רחבה עם אות ש' – כסף – 20 ס""מ"
"yyEC0LBt14OiCpiCeyrQ","","מזוזות","מזוזות פולימר","","","active","","מזוזה פולימר לבן עם אות ש' ומגן דוד חרוטים – 20 ס""מ"
"z4VRFgJCaxVWlKlpDXCl","","מזוזות","מזוזות מתכת","","","active","","מזוזה מאלומיניום כסף מט עם אות ש' – 7 ס""מ"
"zJnC4aZOD3jSG9dJfONx","","מזוזות","מזוזות פלסטיק","","","active","","מזוזה פלסטיק שקוף פס זהב מעוגל אלכסוני ש זהב עם חורים 15 סמ..."
